,created_at,source,original_text,polarity,subjectivity,lang,favorite_count,retweet_count,original_author,followers_count,friends_count,possibly_sensitive,hashtags,user_mentions,place,text
3386,Sat Jun 19 00:06:27 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @GHS: ""In Africa, #COVID19 cases have increased by 52% just in the past week &amp; deaths have increased by 32%. 

We expect things to only…",-0.25,0.25,en,32,32,vjmahon,1311,4328,,,,"Aireys Inlet, Australia", in africa   covid19 cases have increased by 52  just in the past week  amp  deaths have increased by 32     we expect things to only 
3387,Sat Jun 19 00:06:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",@AmyRemeikis also he tweeted incorrect information confusing the amount of people vaccinated with the total amount… https://t.co/KW67DHnCRa,-0.15,0.575,en,0,,pepeMcGee,3028,3009,FALSE,,, Australia ,  also he tweeted incorrect information confusing the amount of people vaccinated with the total amount   
3388,Sat Jun 19 00:06:50 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KrutikaKuppalli: What happened in #India is now happening in #Uganda 

We need to stop being reactive to these situations and become mo…",0,0,en,52,18,FairlieHall,684,1441,,,,"Perth, Western Australia",what happened in  india is now happening in  uganda   we need to stop being reactive to these situations and become mo 
3389,Sat Jun 19 00:06:55 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…",0,0,en,607,679,paintsandsings,1899,52,,,,, africa is  in the midst of a full blown third wave  of coronavirus  the head of   has warned  cases have risen 
3390,Sat Jun 19 00:06:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CDCgov: How do we know #COVID19 vaccines are safe?

CDC &amp; @US_FDA have safety monitoring systems to make sure every vaccine is as safe…",0.5,0.694444444,en,101,60,LAItsTime,33,191,,,,"Los Angeles, CA",how do we know  covid19 vaccines are safe   cdc  amp    fda have safety monitoring systems to make sure every vaccine is as safe 
3391,Sat Jun 19 00:07:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @JuliaHB1: She conveniently forgets to mention that the EU lost every other claim in their case.,-0.125,0.375,en,479,51,BenedictMPWhite,2968,4997,,,,making tea,she conveniently forgets to mention that the eu lost every other claim in their case 
3392,Sat Jun 19 00:07:19 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,512,337,azraeimuhamad,36754,637,FALSE,,,Kuantan - Kuala Lumpur ,liars  you tried to load off your expired vaccines  just another war crime by israel   
3393,Sat Jun 19 00:07:26 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Artemis2030: Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21…",0.35,0.55,en,112,39,JaggerMickOZ,19120,19988,,,,,any politician promoting lockdowns  mask mandates  amp  vaccines as a solution to covid19  are in full support of un agenda 21 
3394,Sat Jun 19 00:07:46 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,512,338,_iqer,127,131,FALSE,,,germany,liars  you tried to load off your expired vaccines  just another war crime by israel   
3395,Sat Jun 19 00:07:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,512,339,mistypalmsoasis,137,121,FALSE,,,"22, she/her, bi, white",liars  you tried to load off your expired vaccines  just another war crime by israel   
3396,Sat Jun 19 00:07:57 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Court finds that AstraZeneca in serious breach of its contractual obligations to supply #Covid19 vaccines to the EU.,-0.333333333,0.666666667,en,0,,econoclast_j,774,3920,,,,UK,court finds that astrazeneca in serious breach of its contractual obligations to supply  covid19 vaccines to the eu 
3397,Sat Jun 19 00:08:01 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,513,340,hazimhalimmmm,11778,837,FALSE,,,Bella fendi,liars  you tried to load off your expired vaccines  just another war crime by israel   
3398,Sat Jun 19 00:08:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 168,25… https://t.co/iQ8Hbip0Vz",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411004   bmcc deenanath hospital pvt vaccines  covishield  min age limit   18 45   dose1 capacity  168 25   
3399,Sat Jun 19 00:08:02 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 890,0,… https://t.co/HlPXe6hpmI",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411038   bsm deenanath hosp pvt pmc vaccines  covishield  min age limit   18 45   dose1 capacity  890 0    
3400,Sat Jun 19 00:08:05 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,515,341,rfnzwa,495,625,FALSE,,,Malaysia,liars  you tried to load off your expired vaccines  just another war crime by israel   
3401,Sat Jun 19 00:08:05 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @TelGlobalHealth: ""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases shou…",0,0,en,295,272,inonzur77s,14,4,,,,, africa is in the midst of a full blown third wave     said   the sobering trajectory of surging cases shou 
3402,Sat Jun 19 00:08:07 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Milhouse_Van_Ho: New York is fully open and Michigan will be fully open by June 22. And Québec is much further along than Ontario.

As…",0.034090909,0.488636364,en,276,103,schmatziez,14,44,,,,"Ottawa, Ontario",new york is fully open and michigan will be fully open by june 22  and qu bec is much further along than ontario   as 
3403,Sat Jun 19 00:08:10 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Artemis2030: Any politician promoting lockdowns, mask mandates &amp; vaccines as a solution to covid19, are in full support of UN Agenda 21…",0.35,0.55,en,113,40,ChrisCoon4,73939,15887,,,,North louisiana ,any politician promoting lockdowns  mask mandates  amp  vaccines as a solution to covid19  are in full support of un agenda 21 
3404,Sat Jun 19 00:08:15 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @IsraelMFA: Israel will deliver more than a million doses of #COVID19 vaccines to the Palestinian Authority to help it fight the corona…,0.5,0.5,en,487,201,hazimhalimmmm,11778,837,,,,Bella fendi,israel will deliver more than a million doses of  covid19 vaccines to the palestinian authority to help it fight the corona 
3405,Sat Jun 19 00:08:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,516,342,haziqwerty,58,570,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel   
3406,Sat Jun 19 00:08:36 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Hena201: @DemMaj4Israel What kind of exchange deal stipulates that Palestine can't give any #vaccine to Palestinians in #GazaStrip?
Not…",0.6,0.9,en,0,1,peter_donnelly,1448,2052,,,,, 4israel what kind of exchange deal stipulates that palestine can t give any  vaccine to palestinians in  gazastrip  not 
3407,Sat Jun 19 00:08:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,516,343,aimanzom,561,500,FALSE,,,Anor Londo,liars  you tried to load off your expired vaccines  just another war crime by israel   
3408,Sat Jun 19 00:08:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @KrishanaSankar: Back on the ""which mRNA #CovidVaccine is better"" train... #Moderna &amp; #Pfizer are both equally safe &amp; effective.
Check o…",0.4,0.45,en,8,4,miramaximos,1148,589,,,,"Ontario, Canada",back on the  which mrna  covidvaccine is better  train     moderna  amp   pfizer are both equally safe  amp  effective  check o 
3409,Sat Jun 19 00:08:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,516,344,garymarrow,1168,1683,FALSE,,,West Belfast,liars  you tried to load off your expired vaccines  just another war crime by israel   
3410,Sat Jun 19 00:08:47 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">SciBot</a>","RT @KrishanaSankar: Back on the ""which mRNA #CovidVaccine is better"" train... #Moderna &amp; #Pfizer are both equally safe &amp; effective.
Check o…",0.4,0.45,en,9,5,B0tSci,1236,81,,,,,back on the  which mrna  covidvaccine is better  train     moderna  amp   pfizer are both equally safe  amp  effective  check o 
3411,Sat Jun 19 00:08:48 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Bullshit https://t.co/ugmBfwWNZM,0,0,en,0,,hazimhalimmmm,11778,837,FALSE,,,Bella fendi,bullshit  
3412,Sat Jun 19 00:09:10 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0,0,en,517,345,HambaliRamly_,503,661,FALSE,,,"Manchester, England",liars  you tried to load off your expired vaccines  just another war crime by israel     
3413,Sat Jun 19 00:09:23 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,517,346,IzzIzzat,106,132,FALSE,,,YNWA,liars  you tried to load off your expired vaccines  just another war crime by israel   
3414,Sat Jun 19 00:09:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AmitAryaMD: List of vaccines which don't work against #COVID19 variants after 2 doses:

1.
2.
3. 
4. 

Please...go and get vaccinated! 💉",0,0,en,409,108,Swift01_2000,1445,2797,,,,"Toronto, Canada",list of vaccines which don t work against  covid19 variants after 2 doses   1  2  3   4    please   go and get vaccinated   
3415,Sat Jun 19 00:09:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,518,347,mattminxx,576,701,FALSE,,,kb,liars  you tried to load off your expired vaccines  just another war crime by israel   
3416,Sat Jun 19 00:09:35 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @paulreiddublin: Every day that supplies allow for further vaccines, we see the benefits. We're now down to 44 positive #COVID19 inpatie…",0.023905724,0.444781145,en,311,21,SineadFennell,1387,2588,,,,"Dublin, Ireland",every day that supplies allow for further vaccines  we see the benefits  we re now down to 44 positive  covid19 inpatie 
3417,Sat Jun 19 00:09:38 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @AmitAryaMD: List of vaccines which don't work against #COVID19 variants after 2 doses:

1.
2.
3. 
4. 

Please...go and get vaccinated! 💉",0,0,en,410,109,jmt_18325,3224,2257,,,,Manitoba,list of vaccines which don t work against  covid19 variants after 2 doses   1  2  3   4    please   go and get vaccinated   
3418,Sat Jun 19 00:09:48 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @globalhlthtwit: Dr Moeti is head of WHO in Africa, and one of the best public health experts and leaders I know. Hers is a desperate re…",0.133333333,0.455555556,en,510,259,Iddonpaula1,104,267,,,,"South West, England",dr moeti is head of who in africa  and one of the best public health experts and leaders i know  hers is a desperate re 
3419,Sat Jun 19 00:09:54 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,519,348,tidottidotdot,513,959,FALSE,,,"Kuala Lumpur City, Kuala Lumpu",liars  you tried to load off your expired vaccines  just another war crime by israel   
3420,Sat Jun 19 00:09:56 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @GrandpaSnarky: Transplant recipients, hope is on the way. 

Thanks for bringing this to our attention, @KarlieInCali
#Covid_19 #COVID19…",0.2,0.2,en,13,9,CalcaraTina,130,183,,,,"Sebastopol, CA",transplant recipients  hope is on the way    thanks for bringing this to our attention     covid 19  covid19 
3421,Sat Jun 19 00:10:18 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,519,349,irfanhamran,186,526,FALSE,,,"Seremban, Negeri Sembilan",liars  you tried to load off your expired vaccines  just another war crime by israel   
3422,Sat Jun 19 00:10:25 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@politico ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov recommends gett… https://t.co/ER7QIPcFWQ",1,0.3,en,0,,Rosenchild,13363,12138,FALSE,,,"New York, NY",     learn from the experts at      for the best protection against  covid19    recommends gett   
3423,Sat Jun 19 00:10:28 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,519,350,nylaryousuke,90,651,FALSE,,,malaysia,liars  you tried to load off your expired vaccines  just another war crime by israel   
3424,Sat Jun 19 00:10:30 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,519,351,ekinidris,592,470,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel   
3425,Sat Jun 19 00:10:30 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Rosenchild: @politico ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov recommends getting Two…",1,0.3,en,1,1,Rosenchild,13363,12138,,,,"New York, NY",     learn from the experts at      for the best protection against  covid19    recommends getting two 
3426,Sat Jun 19 00:10:33 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TelGlobalHealth: ""Africa is in the midst of a full-blown third wave,"" @MoetiTshidi said. ""The sobering trajectory of surging cases shou…",0,0,en,296,273,YourBozo,1628,2120,,,,"Michigan, USA", africa is in the midst of a full blown third wave     said   the sobering trajectory of surging cases shou 
3427,Sat Jun 19 00:10:34 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0,0,en,519,352,advernonna,114,1874,FALSE,,,boo's tangerine,liars  you tried to load off your expired vaccines  just another war crime by israel     
3428,Sat Jun 19 00:10:37 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,520,353,Hazardoustorm,23,176,FALSE,,,United States,liars  you tried to load off your expired vaccines  just another war crime by israel   
3429,Sat Jun 19 00:10:38 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,520,354,munierrrrr,862,295,FALSE,,,"Penang, Malaysia ",liars  you tried to load off your expired vaccines  just another war crime by israel   
3430,Sat Jun 19 00:10:46 +0000 2021,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @GrandpaSnarky: Transplant recipients, hope is on the way. 

Thanks for bringing this to our attention, @KarlieInCali
#Covid_19 #COVID19…",0.2,0.2,en,14,10,DruniHeidi,19808,20182,,,,United States of America,transplant recipients  hope is on the way    thanks for bringing this to our attention     covid 19  covid19 
3431,Sat Jun 19 00:10:49 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @TheAfricaReport: Interactive #Map updated weekly to follow the spread of the #pandemic across #Africa

https://t.co/Pgy4UDJGaC",0,0,en,3,4,JohnGasirabo,131,357,FALSE,,,"Idaho, USA",interactive  map updated weekly to follow the spread of the  pandemic across  africa   
3432,Sat Jun 19 00:11:15 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @asia_mobility: #Indonesia looks like it will be the next #India it was only a matter of time. #COVID19 #Corona #pandemic #vaccines #jak…,0,0.5,en,1,1,Madhan68812093,2,23,,,,, indonesia looks like it will be the next  india it was only a matter of time   covid19  corona  pandemic  vaccines  jak 
3433,Sat Jun 19 00:11:47 +0000 2021,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","BlackFacts News: Africa

https://t.co/qOQYpAGGoU 

#blackfactsnews #blackfactsmatter https://t.co/0h9ykK3VCL",0,0,en,0,,blackfacts,11200,7233,FALSE,,,Everywhere!,blackfacts news  africa       blackfactsnews  blackfactsmatter  
3434,Sat Jun 19 00:11:52 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,522,355,zarazorozuru,1284,942,FALSE,,,Malaysia,liars  you tried to load off your expired vaccines  just another war crime by israel   
3435,Sat Jun 19 00:11:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",The US should provide details about fair distribution &amp; expedient implementation of its vaccine pledge.,0.7,0.9,en,0,,weilinkuang,475,300,,,,,the us should provide details about fair distribution  amp  expedient implementation of its vaccine pledge 
3436,Sat Jun 19 00:12:07 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",I don't think we should rush emergency approved vaccines on children when serious illness from covid is so rare on… https://t.co/O8g2oKeRlz,-0.016666667,0.783333333,en,0,,m_etxe_ar,46,162,,,,,i don t think we should rush emergency approved vaccines on children when serious illness from covid is so rare on   
3437,Sat Jun 19 00:12:27 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @paulreiddublin: Some good news for Friday. Yesterday we had our highest daily administration of vaccines at over 58,000. On course for…",0.35,0.3,en,2061,145,SireOfSeth,60,129,,,,,some good news for friday  yesterday we had our highest daily administration of vaccines at over 58 000  on course for 
3438,Sat Jun 19 00:12:37 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">RetweetsMumbaiOne</a>",RT @asia_mobility: #Indonesia looks like it will be the next #India it was only a matter of time. #COVID19 #Corona #pandemic #vaccines #jak…,0,0.5,en,1,2,RetweetsMumbai,2164,8,,,,Mumbai, indonesia looks like it will be the next  india it was only a matter of time   covid19  corona  pandemic  vaccines  jak 
3439,Sat Jun 19 00:12:42 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",@KateBerner46 The US shouldn't be celebrating 285 deaths A DAY to #Covid19. We should be doing everything we can to… https://t.co/lfXEoxyseC,0,0,en,0,,LongCovidNYC,370,709,FALSE,,,, 46 the us shouldn t be celebrating 285 deaths a day to  covid19  we should be doing everything we can to   
3440,Sat Jun 19 00:12:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411004] 
BMCC-DEENANATH HOSPITAL PVT
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 164,25… https://t.co/tOQDIxYSGO",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411004   bmcc deenanath hospital pvt vaccines  covishield  min age limit   18 45   dose1 capacity  164 25   
3441,Sat Jun 19 00:12:42 +0000 2021,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Vaccine finder</a>","Pin Code:[411038] 
BSM-Deenanath Hosp Pvt PMC
Vaccines: COVISHIELD,
Min Age Limit: [18,45],
Dose1 Capacity: 887,0,… https://t.co/g1997FT1EW",-0.75,1,en,0,,PuneUpdater,88,0,,,,,pin code  411038   bsm deenanath hosp pvt pmc vaccines  covishield  min age limit   18 45   dose1 capacity  887 0    
3442,Sat Jun 19 00:12:47 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,523,357,nanaaaaaaaaaadd,236,699,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel   
3443,Sat Jun 19 00:12:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MoetiTshidi: Africa is in the midst of a full blown third wave. The sobering trajectory of surging cases should rouse everyone into urg…,0.175,0.275,en,177,144,LiverpoolBrenda,553,3828,,,,Liverpool 👍🏿United Kingdom,africa is in the midst of a full blown third wave  the sobering trajectory of surging cases should rouse everyone into urg 
3444,Sat Jun 19 00:13:03 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @WHOAFRO: ""Africa needs millions more doses here &amp; now to curb the third wave.""

In the midst of a third wave of #COVID19 cases in #Afri…",0.166666667,0.166666667,en,115,103,lornarnold,104,162,,,,, africa needs millions more doses here  amp  now to curb the third wave    in the midst of a third wave of  covid19 cases in  afri 
3445,Sat Jun 19 00:13:04 +0000 2021,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ArlenWms: And let's call Exposure K, the killing potential of #CabalWorld pushed #COVID19 ""vaccines"" and to kill off chances of reprodu…",0,1,en,1,2,NikkiDec5,127,231,,,,🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸,and let s call exposure k  the killing potential of  cabalworld pushed  covid19  vaccines  and to kill off chances of reprodu 
3446,Sat Jun 19 00:13:21 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @TelGlobalHealth: 🚨Africa is ""in the midst of a full-blown third wave"" of coronavirus, the head of @WHOAFRO has warned

Cases have risen…",0,0,en,607,680,imtiyazbjja,66,220,,,,"Nuh, India", africa is  in the midst of a full blown third wave  of coronavirus  the head of   has warned  cases have risen 
3447,Sat Jun 19 00:13:26 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @migovernment: .@GovWhitmer announces state will open to full capacity on June 22. More than nine million vaccines administered as new C…,0.246590909,0.501136364,en,429,133,CanaryAmerica,2585,4982,,,,,   announces state will open to full capacity on june 22  more than nine million vaccines administered as new c 
3448,Sat Jun 19 00:13:28 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/TI0vK8DQLw,0,0,en,523,358,nnndddhhhh,36,99,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel   
3449,Sat Jun 19 00:13:39 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","@NewsHour ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov recommends gett… https://t.co/lJFA4CZQMF",1,0.3,en,0,,Rosenchild,13363,12138,FALSE,,,"New York, NY",     learn from the experts at      for the best protection against  covid19    recommends gett   
3450,Sat Jun 19 00:13:43 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @Rosenchild: @NewsHour ⚕️ Learn from the Experts at @CDCgov

✅ For the BEST PROTECTION against #COVID19, @CDCgov recommends getting Two…",1,0.3,en,1,1,Rosenchild,13363,12138,,,,"New York, NY",     learn from the experts at      for the best protection against  covid19    recommends getting two 
3451,Sat Jun 19 00:13:58 +0000 2021,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @shawajason: Liars. You tried to load off your expired vaccines. Just another war crime by Israel. https://t.co/MBBXzCwqqZ https://t.co/…,0,0,en,524,360,mfgsh4,4,206,FALSE,,,,liars  you tried to load off your expired vaccines  just another war crime by israel     
3452,Sat Jun 19 00:13:59 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","@ThaiPBSWorld ""Thailand is in the midst of a surge in #COVID19 that started in April and has accounted for more tha… https://t.co/NqrJav6yIn",0.5,0.5,en,0,,joseph11lim,58,247,,,,where the heart is,   thailand is in the midst of a surge in  covid19 that started in april and has accounted for more tha   
3453,Sat Jun 19 00:14:03 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MediccGail: BioCubaFarma says phase 3 clinical trial results for #Cuban #COVID19 #vaccines are due out in a few days. Soberana02 (with…,-0.1625,0.2375,en,82,50,MaydaMauriBCF,3736,1485,,,,,biocubafarma says phase 3 clinical trial results for  cuban  covid19  vaccines are due out in a few days  soberana02  with 
3454,Sat Jun 19 00:14:08 +0000 2021,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @CDCDirector: I’m pleased to welcome the #WeCanDoThis bus to Atlanta today! Remember, there are 3 easy ways to find a #COVID19 vaccine n…",0.644444444,0.911111111,en,921,299,LaterMornings,79,315,,,,USA,i m pleased to welcome the  wecandothis bus to atlanta today  remember  there are 3 easy ways to find a  covid19 vaccine n 
